chrom	pos	side	support	median_mapq	median_cliplen	example_reads	genes
chr21	6988429	L	1	255	21	A01045:715:HMN2KDSX2:3:2663:30183:26271	
chr21	6988852	L	1	255	23	A01045:715:HMN2KDSX2:3:1306:9453:20525	
chr21	6990302	L	3	255	46	A01045:715:HMN2KDSX2:3:1561:32570:27555,A01045:715:HMN2KDSX2:3:2341:27525:30467,A01045:715:HMN2KDSX2:3:2407:21269:3161	
chr21	6990548	L	1	255	24	A01045:715:HMN2KDSX2:3:2371:3378:28072	
chr21	6991620	L	1	255	63	A01045:715:HMN2KDSX2:3:2317:21305:27336	
chr21	6991830	L	1	255	30	A01045:715:HMN2KDSX2:3:2442:24306:6605	
chr21	6992451	L	1	255	42	A01045:715:HMN2KDSX2:3:2331:27651:21167	
chr21	6993006	L	2	255	37	A01045:715:HMN2KDSX2:3:1333:11460:34240,A01045:715:HMN2KDSX2:3:1422:14579:14622	
chr21	6993250	L	2	255	32	A01045:715:HMN2KDSX2:3:2213:28953:1689,A01045:715:HMN2KDSX2:3:2206:13630:3803	
chr21	6994342	L	2	255	42	A01045:715:HMN2KDSX2:3:1126:12337:4633,A01045:715:HMN2KDSX2:3:2126:15917:2503	
chr21	6995267	L	3	255	21	A01045:715:HMN2KDSX2:3:1103:4797:19069,A01045:715:HMN2KDSX2:3:1669:8314:36746,A01045:715:HMN2KDSX2:3:2124:14118:32957	
chr21	6995727	L	1	255	39	A01045:715:HMN2KDSX2:3:2204:15709:23249	
chr21	7074656	R	1	255	39	A01045:715:HMN2KDSX2:3:1373:9001:22185	
chr21	7079719	R	1	255	26	A01045:715:HMN2KDSX2:3:2563:1307:13526	
chr21	7085839	R	1	255	37	A01045:715:HMN2KDSX2:3:1632:21576:1658	
chr21	7085944	R	1	255	41	A01045:715:HMN2KDSX2:3:2458:13666:14137	
chr21	7087094	L	5	255	22	A01045:715:HMN2KDSX2:3:1120:15076:35086,A01045:715:HMN2KDSX2:3:1169:14344:9204,A01045:715:HMN2KDSX2:3:1528:8305:12900	
chr21	7456324	L	1	255	41	A01045:715:HMN2KDSX2:3:1373:9001:22185	
chr21	7461374	L	2	255	29	A01045:715:HMN2KDSX2:3:2563:1307:13526,A01045:715:HMN2KDSX2:3:2563:1217:14967	
chr21	7467504	L	1	255	37	A01045:715:HMN2KDSX2:3:1632:21576:1658	
chr21	7467612	L	1	255	39	A01045:715:HMN2KDSX2:3:2458:13666:14137	
chr21	7468872	L	5	255	57	A01045:715:HMN2KDSX2:3:1120:15076:35086,A01045:715:HMN2KDSX2:3:1169:14344:9204,A01045:715:HMN2KDSX2:3:1528:8305:12900	
chr21	8197907	R	6	255	27	A01045:715:HMN2KDSX2:3:1173:19723:16892,A01045:715:HMN2KDSX2:3:1520:3667:19993,A01045:715:HMN2KDSX2:3:2116:30174:21402	
chr21	8200832	R	3	255	47	A01045:715:HMN2KDSX2:3:1250:25907:34616,A01045:715:HMN2KDSX2:3:1127:24786:23750,A01045:715:HMN2KDSX2:3:1106:1542:31469	
chr21	8202561	R	1	255	43	A01045:715:HMN2KDSX2:3:2561:24279:12414	
chr21	8208455	R	2	255	24	A01045:715:HMN2KDSX2:3:1240:28203:5494,A01045:715:HMN2KDSX2:3:1116:18774:30530	
chr21	8208994	R	1	255	50	A01045:715:HMN2KDSX2:3:2645:1127:17378	
chr21	8211926	R	1	255	27	A01045:715:HMN2KDSX2:3:2136:15049:34037	
chr21	8213156	R	2	255	35	A01045:715:HMN2KDSX2:3:1620:13214:29637,A01045:715:HMN2KDSX2:3:1324:14552:8375	
chr21	8213205	L	3	255	35	A01045:715:HMN2KDSX2:3:1522:1172:16799,A01045:715:HMN2KDSX2:3:1645:26295:18787,A01045:715:HMN2KDSX2:3:1522:1244:21402	
chr21	8213342	L	4	255	38	A01045:715:HMN2KDSX2:3:1430:18132:13041,A01045:715:HMN2KDSX2:3:2651:19108:13761,A01045:715:HMN2KDSX2:3:1635:29776:21026	
chr21	8213350	R	9	255	28	A01045:715:HMN2KDSX2:3:1415:1506:24205,A01045:715:HMN2KDSX2:3:2551:2763:4805,A01045:715:HMN2KDSX2:3:2319:21929:15984	
chr21	8213378	L	2	255	59	A01045:715:HMN2KDSX2:3:2125:3423:20415,A01045:715:HMN2KDSX2:3:2611:3387:9987	
chr21	8213773	R	4	255	29	A01045:715:HMN2KDSX2:3:1210:9381:15076,A01045:715:HMN2KDSX2:3:1210:10095:18317,A01045:715:HMN2KDSX2:3:2626:28465:12242	
chr21	8214040	R	102	255	32	A01045:715:HMN2KDSX2:3:1464:32172:31720,A01045:715:HMN2KDSX2:3:2177:2826:12399,A01045:715:HMN2KDSX2:3:2659:28845:27492	
chr21	8214416	R	7	255	72	A01045:715:HMN2KDSX2:3:1630:32235:17863,A01045:715:HMN2KDSX2:3:1158:20347:16658,A01045:715:HMN2KDSX2:3:1129:7102:35055	
chr21	8214577	L	14	255	66	A01045:715:HMN2KDSX2:3:2224:31150:7310,A01045:715:HMN2KDSX2:3:1667:19849:25598,A01045:715:HMN2KDSX2:3:2558:29966:11866	
chr21	8214616	L	27	255	62	A01045:715:HMN2KDSX2:3:1230:13991:13542,A01045:715:HMN2KDSX2:3:1407:30526:31532,A01045:715:HMN2KDSX2:3:2253:26485:27320	
chr21	8214668	R	13	255	36	A01045:715:HMN2KDSX2:3:2438:20582:12461,A01045:715:HMN2KDSX2:3:1113:4643:35243,A01045:715:HMN2KDSX2:3:2440:11107:30060	
chr21	8214680	L	261	255	43	A01045:715:HMN2KDSX2:3:1330:10493:3756,A01045:715:HMN2KDSX2:3:2321:14353:33708,A01045:715:HMN2KDSX2:3:2646:29143:22529	
chr21	8214720	L	664	255	30	A01045:715:HMN2KDSX2:3:1546:2067:18537,A01045:715:HMN2KDSX2:3:1621:16993:6120,A01045:715:HMN2KDSX2:3:1340:19886:16736	
chr21	8214722	R	35	255	45	A01045:715:HMN2KDSX2:3:2103:6479:6762,A01045:715:HMN2KDSX2:3:1216:5394:26835,A01045:715:HMN2KDSX2:3:1231:17056:35133	
chr21	8214750	L	15	255	46	A01045:715:HMN2KDSX2:3:1426:22724:16861,A01045:715:HMN2KDSX2:3:1463:25536:28307,A01045:715:HMN2KDSX2:3:1473:15266:9048	
chr21	8214772	R	367	255	44	A01045:715:HMN2KDSX2:3:1305:16875:28839,A01045:715:HMN2KDSX2:3:1408:28637:21371,A01045:715:HMN2KDSX2:3:1410:22797:21120	
chr21	8214789	R	246	255	30	A01045:715:HMN2KDSX2:3:1301:3748:36605,A01045:715:HMN2KDSX2:3:1301:3622:36980,A01045:715:HMN2KDSX2:3:2557:8422:1235	
chr21	8214848	L	57	255	38	A01045:715:HMN2KDSX2:3:1456:30499:32424,A01045:715:HMN2KDSX2:3:2108:27579:34037,A01045:715:HMN2KDSX2:3:1550:2121:30530	
chr21	8214848	R	29	255	62	A01045:715:HMN2KDSX2:3:1518:11975:2409,A01045:715:HMN2KDSX2:3:2461:2211:26960,A01045:715:HMN2KDSX2:3:1625:7292:21981	
chr21	8214879	L	17	255	60	A01045:715:HMN2KDSX2:3:1312:25084:12242,A01045:715:HMN2KDSX2:3:2130:31394:27524,A01045:715:HMN2KDSX2:3:2304:3622:35603	
chr21	8214919	R	4	255	32	A01045:715:HMN2KDSX2:3:2547:1895:14450,A01045:715:HMN2KDSX2:3:2367:27841:30702,A01045:715:HMN2KDSX2:3:2441:29613:12195	
chr21	8214984	L	3	255	40	A01045:715:HMN2KDSX2:3:1164:15293:36933,A01045:715:HMN2KDSX2:3:1106:31141:12242,A01045:715:HMN2KDSX2:3:2321:4535:36182	
chr21	8215001	R	3	255	65	A01045:715:HMN2KDSX2:3:1643:2917:10582,A01045:715:HMN2KDSX2:3:2139:24126:25676,A01045:715:HMN2KDSX2:3:1615:23312:7075	
chr21	8215049	L	1	255	21	A01045:715:HMN2KDSX2:3:1171:28646:4194	
chr21	8215102	R	90	255	25	A01045:715:HMN2KDSX2:3:2310:15781:36683,A01045:715:HMN2KDSX2:3:1218:12292:36495,A01045:715:HMN2KDSX2:3:1306:27091:32722	
chr21	8215107	R	34	255	24	A01045:715:HMN2KDSX2:3:2528:22137:21198,A01045:715:HMN2KDSX2:3:1208:18466:15530,A01045:715:HMN2KDSX2:3:1456:3902:13228	
chr21	8215128	L	2	255	54	A01045:715:HMN2KDSX2:3:2331:1307:17440,A01045:715:HMN2KDSX2:3:1103:24514:24690	
chr21	8215211	L	10	255	40	A01045:715:HMN2KDSX2:3:2607:5412:13808,A01045:715:HMN2KDSX2:3:1341:14832:23015,A01045:715:HMN2KDSX2:3:1617:3929:29152	
chr21	8215215	R	4	255	43	A01045:715:HMN2KDSX2:3:1652:19741:1485,A01045:715:HMN2KDSX2:3:1476:30120:25003,A01045:715:HMN2KDSX2:3:1404:26196:9314	
chr21	8215944	L	1	255	23	A01045:715:HMN2KDSX2:3:2366:18430:15186	
chr21	8216060	R	5	255	40	A01045:715:HMN2KDSX2:3:1207:29116:17472,A01045:715:HMN2KDSX2:3:1512:4652:14090,A01045:715:HMN2KDSX2:3:2613:29866:16924	
chr21	8216262	L	1	255	47	A01045:715:HMN2KDSX2:3:1563:3305:26569	
chr21	8216412	R	1	255	39	A01045:715:HMN2KDSX2:3:2516:32859:21856	
chr21	8217036	R	7	255	50	A01045:715:HMN2KDSX2:3:1447:27877:14011,A01045:715:HMN2KDSX2:3:2307:14018:15812,A01045:715:HMN2KDSX2:3:2415:17544:20196	
chr21	8217093	R	3	255	27	A01045:715:HMN2KDSX2:3:1462:31349:31798,A01045:715:HMN2KDSX2:3:1632:25012:33974,A01045:715:HMN2KDSX2:3:1371:22191:36855	
chr21	8217139	L	5	255	28	A01045:715:HMN2KDSX2:3:2213:2492:1204,A01045:715:HMN2KDSX2:3:1241:4453:22263,A01045:715:HMN2KDSX2:3:2201:21350:22216	
chr21	8217197	L	2	255	36	A01045:715:HMN2KDSX2:3:2444:27199:13182,A01045:715:HMN2KDSX2:3:2247:11089:14904	
chr21	8217222	R	113	255	48	A01045:715:HMN2KDSX2:3:1545:15420:11381,A01045:715:HMN2KDSX2:3:2322:2871:14826,A01045:715:HMN2KDSX2:3:1534:17264:35775	
chr21	8217256	L	2	255	28	A01045:715:HMN2KDSX2:3:1304:19452:29731,A01045:715:HMN2KDSX2:3:1346:22110:28917	
chr21	8217302	R	17	255	29	A01045:715:HMN2KDSX2:3:2543:10285:8312,A01045:715:HMN2KDSX2:3:2513:13169:17190,A01045:715:HMN2KDSX2:3:2304:16604:1814	
chr21	8217332	R	4	255	55	A01045:715:HMN2KDSX2:3:1563:21269:24674,A01045:715:HMN2KDSX2:3:1563:30047:22185,A01045:715:HMN2KDSX2:3:1521:1108:13808	
chr21	8217357	L	3	255	24	A01045:715:HMN2KDSX2:3:1508:14832:36824,A01045:715:HMN2KDSX2:3:2667:20220:29684,A01045:715:HMN2KDSX2:3:1426:7889:16532	
chr21	8217389	R	5	255	41	A01045:715:HMN2KDSX2:3:2647:25382:9251,A01045:715:HMN2KDSX2:3:2647:24334:10880,A01045:715:HMN2KDSX2:3:1476:20428:5682	
chr21	8217404	L	1	255	45	A01045:715:HMN2KDSX2:3:2322:2871:14826	
chr21	8217461	R	12	255	27	A01045:715:HMN2KDSX2:3:1211:9914:11240,A01045:715:HMN2KDSX2:3:1123:5457:25473,A01045:715:HMN2KDSX2:3:2160:19904:6715	
chr21	8217922	R	1	255	65	A01045:715:HMN2KDSX2:3:1577:28700:24768	
chr21	8218345	L	1	255	66	A01045:715:HMN2KDSX2:3:1602:30472:23547	
chr21	8218424	R	1	255	48	A01045:715:HMN2KDSX2:3:1477:11324:18380	
chr21	8218606	L	1	255	55	A01045:715:HMN2KDSX2:3:1423:13548:21198	
chr21	8218670	L	3	255	31	A01045:715:HMN2KDSX2:3:1602:4896:11976,A01045:715:HMN2KDSX2:3:2114:17662:34021,A01045:715:HMN2KDSX2:3:2107:26413:17832	
chr21	8218692	R	46	255	40	A01045:715:HMN2KDSX2:3:2402:3170:10175,A01045:715:HMN2KDSX2:3:2169:21838:26193,A01045:715:HMN2KDSX2:3:2513:3007:35446	
chr21	8218749	R	69	255	32	A01045:715:HMN2KDSX2:3:2161:19913:17848,A01045:715:HMN2KDSX2:3:2629:12057:4460,A01045:715:HMN2KDSX2:3:1347:30472:22106	
chr21	8218809	R	38	255	24	A01045:715:HMN2KDSX2:3:1422:12048:22044,A01045:715:HMN2KDSX2:3:2303:17761:35321,A01045:715:HMN2KDSX2:3:2445:3712:15687	
chr21	8218845	R	12	255	35	A01045:715:HMN2KDSX2:3:1530:22806:24518,A01045:715:HMN2KDSX2:3:2211:25292:8030,A01045:715:HMN2KDSX2:3:1374:1380:17409	
chr21	8218865	L	1	255	26	A01045:715:HMN2KDSX2:3:2601:7365:21104	
chr21	8218900	R	2	255	27	A01045:715:HMN2KDSX2:3:1401:26838:29309,A01045:715:HMN2KDSX2:3:2150:30707:11459	
chr21	8218956	R	1	255	58	A01045:715:HMN2KDSX2:3:2572:8992:11960	
chr21	8219041	R	2	255	21	A01045:715:HMN2KDSX2:3:1135:26720:17143,A01045:715:HMN2KDSX2:3:2230:4264:2613	
chr21	8219896	L	7	255	61	A01045:715:HMN2KDSX2:3:1465:8513:11506,A01045:715:HMN2KDSX2:3:2330:14669:1501,A01045:715:HMN2KDSX2:3:2336:8368:18584	
chr21	8219909	R	2	255	23	A01045:715:HMN2KDSX2:3:1318:7952:32393,A01045:715:HMN2KDSX2:3:2330:14669:1501	
chr21	8219938	L	1	255	43	A01045:715:HMN2KDSX2:3:2359:10167:6449	
chr21	8220030	L	5	255	32	A01045:715:HMN2KDSX2:3:2148:4237:24706,A01045:715:HMN2KDSX2:3:2178:29279:29966,A01045:715:HMN2KDSX2:3:1359:14660:5588	
chr21	8220059	R	11	255	51	A01045:715:HMN2KDSX2:3:2160:3568:14215,A01045:715:HMN2KDSX2:3:1169:3965:14246,A01045:715:HMN2KDSX2:3:1507:16866:20744	
chr21	8220079	L	5	255	36	A01045:715:HMN2KDSX2:3:1103:16857:12461,A01045:715:HMN2KDSX2:3:2532:28999:25410,A01045:715:HMN2KDSX2:3:1129:27028:24596	
chr21	8220109	R	4	255	29	A01045:715:HMN2KDSX2:3:1675:8332:27539,A01045:715:HMN2KDSX2:3:1615:18050:20415,A01045:715:HMN2KDSX2:3:2334:4218:11522	
chr21	8220172	L	3	255	23	A01045:715:HMN2KDSX2:3:2125:28094:2112,A01045:715:HMN2KDSX2:3:1626:31476:1611,A01045:715:HMN2KDSX2:3:2467:29496:26240	
chr21	8220191	R	5	255	56	A01045:715:HMN2KDSX2:3:1670:30029:27007,A01045:715:HMN2KDSX2:3:1459:25518:8202,A01045:715:HMN2KDSX2:3:2272:21585:11569	
chr21	8220200	L	2	255	50	A01045:715:HMN2KDSX2:3:1669:11460:26443,A01045:715:HMN2KDSX2:3:1674:28456:11193	
chr21	8220279	L	1	255	27	A01045:715:HMN2KDSX2:3:1510:9625:30780	
chr21	8220746	L	1	255	50	A01045:715:HMN2KDSX2:3:2353:28664:8296	
chr21	8220822	R	1	255	23	A01045:715:HMN2KDSX2:3:2353:28664:8296	
chr21	8222572	L	8	255	44	A01045:715:HMN2KDSX2:3:1133:18331:11694,A01045:715:HMN2KDSX2:3:1554:5005:24846,A01045:715:HMN2KDSX2:3:1129:3070:23844	
chr21	8223472	R	1	255	62	A01045:715:HMN2KDSX2:3:2558:30843:15264	
chr21	8228524	L	1	255	63	A01045:715:HMN2KDSX2:3:2476:25192:14309	
chr21	8228612	L	1	255	35	A01045:715:HMN2KDSX2:3:1401:10086:35055	
chr21	8228755	R	2	255	48	A01045:715:HMN2KDSX2:3:2168:13756:22780,A01045:715:HMN2KDSX2:3:1433:2112:34616	
chr21	8228868	R	1	255	59	A01045:715:HMN2KDSX2:3:2276:11930:36996	
chr21	8228904	L	1	255	30	A01045:715:HMN2KDSX2:3:1347:2645:18129	
chr21	8228980	R	2	255	25	A01045:715:HMN2KDSX2:3:2168:13756:22780,A01045:715:HMN2KDSX2:3:1276:29740:10942	
chr21	8229145	R	1	255	31	A01045:715:HMN2KDSX2:3:2360:20329:10332	
chr21	8229306	L	1	255	48	A01045:715:HMN2KDSX2:3:1535:32678:13244	
chr21	8229571	R	1	255	33	A01045:715:HMN2KDSX2:3:1119:7365:10895	
chr21	8229704	R	1	255	36	A01045:715:HMN2KDSX2:3:2268:11659:33520	
chr21	8229707	L	1	255	29	A01045:715:HMN2KDSX2:3:2475:20582:3599	
chr21	8229881	L	1	255	37	A01045:715:HMN2KDSX2:3:2264:6433:28698	
chr21	8229936	R	2	255	37	A01045:715:HMN2KDSX2:3:1454:20012:29763,A01045:715:HMN2KDSX2:3:1205:15347:10723	
chr21	8229971	R	1	255	31	A01045:715:HMN2KDSX2:3:1338:15664:32784	
chr21	8230304	R	2	255	66	A01045:715:HMN2KDSX2:3:1541:32117:7889,A01045:715:HMN2KDSX2:3:1540:27633:36010	
chr21	8230372	L	1	255	42	A01045:715:HMN2KDSX2:3:2546:25274:6464	
chr21	8230459	R	4	255	79	A01045:715:HMN2KDSX2:3:2171:28845:4382,A01045:715:HMN2KDSX2:3:1242:11921:21104,A01045:715:HMN2KDSX2:3:2249:20609:14137	
chr21	8230544	L	1	255	71	A01045:715:HMN2KDSX2:3:1239:5764:14606	
chr21	8230667	L	1	255	95	A01045:715:HMN2KDSX2:3:1537:32054:14857	
chr21	8233172	R	1	255	30	A01045:715:HMN2KDSX2:3:2125:4426:15358	
chr21	8234496	R	1	255	59	A01045:715:HMN2KDSX2:3:2601:17553:6903	
chr21	8234537	L	1	255	44	A01045:715:HMN2KDSX2:3:1374:29568:10050	
chr21	8234670	L	1	255	25	A01045:715:HMN2KDSX2:3:1655:23809:14231	
chr21	8237338	R	2	255	28	A01045:715:HMN2KDSX2:3:2553:7410:2237,A01045:715:HMN2KDSX2:3:1531:27923:4194	
chr21	8239236	L	1	255	51	A01045:715:HMN2KDSX2:3:1131:20193:17080	
chr21	8239276	R	2	255	34	A01045:715:HMN2KDSX2:3:1131:20193:17080,A01045:715:HMN2KDSX2:3:2665:20247:20275	
chr21	8244735	R	2	255	44	A01045:715:HMN2KDSX2:3:1359:10050:19116,A01045:715:HMN2KDSX2:3:2359:13431:32863	
chr21	8246013	R	1	255	30	A01045:715:HMN2KDSX2:3:1248:26910:2440	
chr21	8246972	R	1	255	22	A01045:715:HMN2KDSX2:3:1419:23683:7341	
chr21	8252199	R	1	255	71	A01045:715:HMN2KDSX2:3:2519:7789:29763	
chr21	8253180	R	1	255	67	A01045:715:HMN2KDSX2:3:2356:29668:20024	
chr21	8253287	R	1	255	36	A01045:715:HMN2KDSX2:3:1407:20889:17440	
chr21	8253848	R	1	255	23	A01045:715:HMN2KDSX2:3:1405:27425:28667	
chr21	8253917	L	1	255	36	A01045:715:HMN2KDSX2:3:1465:3884:10504	
chr21	8254062	L	1	255	34	A01045:715:HMN2KDSX2:3:2517:3902:22592	
chr21	8254663	R	2	255	23	A01045:715:HMN2KDSX2:3:2462:5132:10285,A01045:715:HMN2KDSX2:3:2608:29143:29919	
chr21	8255267	R	3	255	30	A01045:715:HMN2KDSX2:3:1429:2067:5697,A01045:715:HMN2KDSX2:3:1505:18304:24893,A01045:715:HMN2KDSX2:3:1560:30599:20165	
chr21	8255415	L	1	255	30	A01045:715:HMN2KDSX2:3:2153:12274:32330	
chr21	8255597	R	2	255	54	A01045:715:HMN2KDSX2:3:2224:24117:28260,A01045:715:HMN2KDSX2:3:1603:26359:27946	
chr21	8255718	R	1	255	62	A01045:715:HMN2KDSX2:3:2627:22634:1579	
chr21	8255722	L	1	255	31	A01045:715:HMN2KDSX2:3:2506:8847:3161	
chr21	8255806	R	2	255	21	A01045:715:HMN2KDSX2:3:1468:33013:5149,A01045:715:HMN2KDSX2:3:2506:8847:3161	
chr21	8255900	R	1	255	24	A01045:715:HMN2KDSX2:3:1468:33013:5149	
chr21	8255911	L	2	255	35	A01045:715:HMN2KDSX2:3:2357:22661:21512,A01045:715:HMN2KDSX2:3:2163:20799:15280	
chr21	8256059	R	1	255	20	A01045:715:HMN2KDSX2:3:1503:9037:31516	
chr21	8256771	R	1	255	24	A01045:715:HMN2KDSX2:3:1246:8721:22670	
chr21	8257271	R	1	255	66	A01045:715:HMN2KDSX2:3:1204:4851:3787	
chr21	8257580	R	1	255	56	A01045:715:HMN2KDSX2:3:2417:20898:34397	
chr21	8257981	R	1	255	23	A01045:715:HMN2KDSX2:3:2625:10908:15530	
chr21	8258171	L	5	255	50	A01045:715:HMN2KDSX2:3:1415:26838:24956,A01045:715:HMN2KDSX2:3:1337:5330:17738,A01045:715:HMN2KDSX2:3:1157:25852:29982	
chr21	8258259	R	4	255	26	A01045:715:HMN2KDSX2:3:1613:9679:2691,A01045:715:HMN2KDSX2:3:2666:7120:25692,A01045:715:HMN2KDSX2:3:2160:22245:18787	
chr21	8258307	R	1	255	23	A01045:715:HMN2KDSX2:3:1657:15157:31688	
chr21	8258337	L	1	255	74	A01045:715:HMN2KDSX2:3:1454:21694:25661	
chr21	8258400	L	1	255	41	A01045:715:HMN2KDSX2:3:1155:7265:13980	
chr21	8258562	R	1	255	35	A01045:715:HMN2KDSX2:3:2215:29387:33285	
chr21	8258569	L	1	255	54	A01045:715:HMN2KDSX2:3:1114:5565:20024	
chr21	8258695	R	1	255	59	A01045:715:HMN2KDSX2:3:1601:31593:31031	
chr21	8258713	L	1	255	22	A01045:715:HMN2KDSX2:3:2535:31928:4335	
chr21	8258764	L	1	255	44	A01045:715:HMN2KDSX2:3:2215:29387:33285	
chr21	8258995	R	49	255	44	A01045:715:HMN2KDSX2:3:2111:26205:10864,A01045:715:HMN2KDSX2:3:2351:19407:14309,A01045:715:HMN2KDSX2:3:1462:23945:1783	
chr21	8259035	R	3	255	39	A01045:715:HMN2KDSX2:3:2123:20220:22451,A01045:715:HMN2KDSX2:3:2314:30282:17237,A01045:715:HMN2KDSX2:3:2254:17345:19445	
